Name,Release date,Estimated owners,Price,DLC count,Header image,Median playtime forever,Categories,Genres,Tags,Game age,Website,Estimated yearly revenue,Bayesian votes,Characteristics
Learn to Fly 3,2017-05-12,0.6780830971139326,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/589870/header.jpg?t=1643409029,151,"Single-player,Steam Achievements,Steam Trading Cards,In-App Purchases,Steam Cloud,Stats","Action,Adventure,Casual,Free To Play,Indie,Simulation,Strategy","Free to Play,Casual,Physics,Simulation,Indie,Flight,Singleplayer,Management,Strategy,Sandbox,Puzzle,Character Customization,Logic,Arcade,2D,Cute,Relaxing,Family Friendly,Space,Runner",8.98,https://store.steampowered.com/app/589870/,0.0,0.9456055825314738,casual logic inapppurchases relaxing simulation flight charactercustomization runner puzzle familyfriendly adventure singleplayer arcade 2d action physics indie stats sandbox freetoplay management cute space strategy
OLDTV,2017-07-15,0.7185660793429937,0.0,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/643270/header.jpg?t=1694713917,26,"Single-player,Steam Achievements","Indie,Free To Play","Free to Play,Great Soundtrack,Fast-Paced,Indie,Difficult,Singleplayer,Puzzle,Casual,Psychological Horror,Atmospheric,Arcade,Psychedelic,2D,Retro,Illuminati,Memes",8.81,https://store.steampowered.com/app/643270/,0.0,0.9455930489904986,singleplayer casual fastpaced psychologicalhorror greatsoundtrack puzzle illuminati indie psychedelic atmospheric arcade 2d freetoplay retro memes difficult
Creatures Docking Station,2021-12-07,0.5557766305439302,0.0,4,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1659050/header.jpg?t=1721031581,0,"Single-player,Steam Cloud","Casual,Simulation,Free To Play","Life Sim,Casual,Artificial Intelligence,Simulation,Cute,Moddable,Sandbox,Science,Conversation,Singleplayer,Nonlinear,Family Friendly,Nature,Asynchronous Multiplayer,Survival,Atmospheric,Colorful,Sci-fi,God Game,Old School",4.41,https://store.steampowered.com/app/1659050/,0.0,0.9452961098850968,casual artificialintelligence asynchronousmultiplayer simulation science nature familyfriendly singleplayer conversation nonlinear colorful survival sandbox godgame freetoplay moddable oldschool scifi cute atmospheric lifesim
Cosmic Flow: A Relaxing VR Experience,2020-03-30,0.5557766305439302,0.0,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1267950/header.jpg?t=1599077817,0,"Single-player,Tracked Controller Support,VR Supported",Indie,"Indie,VR,Psychedelic,Relaxing,Experience,Experimental",6.1,https://store.steampowered.com/app/1267950/,0.0,0.9451487062511376,singleplayer vr indie psychedelic relaxing experience experimental controller
Dragon Spirits : Prologue,2020-08-26,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1363490/header.jpg?t=1755519628,0,"Single-player,Partial Controller Support","Adventure,Indie,RPG,Strategy","RPG,Creature Collector,Indie,Adventure,Strategy,Dragons,JRPG,Comedy,Story Rich,Dungeon Crawler,Strategy RPG,Singleplayer,Retro,Management,RPGMaker,Old School,2D,Pixel Graphics,Anime,Free to Play",5.69,https://store.steampowered.com/app/1363490/,0.0,0.9451180066684196,pixelgraphics jrpg controller strategy storyrich adventure singleplayer anime rpgmaker 2d creaturecollector dragons strategyrpg indie rpg freetoplay oldschool management comedy retro dungeoncrawler
ZACH-LIKE,2019-06-17,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1098840/header.jpg?t=1667069607,45,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Remote Play Together",Indie,"Indie,Puzzle,Programming,Free to Play",6.89,https://store.steampowered.com/app/1098840/,0.0,0.945038764053834,singleplayer onlinepvp puzzle multiplayer pvp remoteplaytogether indie programming freetoplay sharedsplitscreenpvp
机械恋心,2024-05-30,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2980050/d1948661e2d39011131df950e25d1d233799bf58/header.jpg?t=1761487851,0,"Single-player,Full controller support","Adventure,Casual,Indie,Free To Play,Early Access","Early Access,Visual Novel,Word Game,Dating Sim,Romance,Sci-fi,Artificial Intelligence,Robots,Indie,Anime,Multiple Endings,Story Rich,Lore-Rich,Choices Matter,Cute,Futuristic,Funny,First-Person,Conversation,RPG",1.93,https://store.steampowered.com/app/2980050/,0.0,0.9450150145199456,casual artificialintelligence controller wordgame romance funny storyrich adventure conversation anime visualnovel lorerich datingsim indie rpg futuristic earlyaccess freetoplay singleplayer choicesmatter scifi firstperson multipleendings cute robots
Freedom Fighters,2020-09-21,0.6330768564718121,0.0,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1347780/header.jpg?t=1600704099,282,"Single-player,Steam Cloud,Family Sharing",Action,"Action,Third-Person Shooter,Shooter,Cold War,Singleplayer,3D,Combat,Classic,Cult Classic,Alternate History,Great Soundtrack,Tactical,Atmospheric",5.62,https://store.steampowered.com/app/1347780/,0.0,0.9449558982185824,singleplayer greatsoundtrack thirdpersonshooter action cultclassic tactical shooter atmospheric 3d coldwar classic alternatehistory combat
Prologue for a Vacant Kingdom,2019-04-18,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1040490/header.jpg?t=1640113049,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Free To Play,Indie,RPG","Bullet Hell,Free to Play,Action,RPG,Indie,Shoot 'Em Up,Adventure,Top-Down Shooter,Difficult,Funny,Twin Stick Shooter,Pixel Graphics",7.05,https://store.steampowered.com/app/1040490/,0.0,0.944818645679986,singleplayer controller action pixelgraphics adventure indie rpg funny bullethell twinstickshooter freetoplay topdownshooter shootemup difficult
Transmissions: Element 120,2016-06-16,0.7185660793429937,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/365300/header.jpg?t=1467019620,56,"Single-player,Steam Achievements,Captions available,VR Supported,Partial Controller Support,Steam Cloud","Action,Free To Play,Indie","Free to Play,Action,Shooter,Zombies,Horror,First-Person,Singleplayer,Multiplayer,FPS,Mod,Atmospheric,Indie,Survival,Sci-fi,Short,Puzzle,Adventure,Open World,Co-op,Walking Simulator",9.89,https://store.steampowered.com/app/365300/,0.0,0.9447198258153524,vr walkingsimulator controller multiplayer openworld puzzle adventure singleplayer mod survival zombies short fps action indie shooter freetoplay horror scifi firstperson atmospheric coop
Art Plunge,2019-09-11,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/570900/header.jpg?t=1706706161,18,"Single-player,Tracked Controller Support,VR Only","Casual,Indie,Free To Play","Casual,Indie,Free to Play,VR",6.65,https://store.steampowered.com/app/570900/,0.0,0.944677176975241,casual singleplayer controller indie vr freetoplay
Aircar,2019-08-09,0.6780830971139326,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1073390/header.jpg?t=1574392904,0,"Single-player,Full controller support,Tracked Controller Support,VR Only","Casual,Free To Play,Indie","Free to Play,VR,Casual,Indie,Flight,Cyberpunk,Relaxing,Simulation",6.74,https://store.steampowered.com/app/1073390/,0.0,0.9444358461441146,cyberpunk casual singleplayer controller indie vr relaxing flight simulation freetoplay
Hello Neighbor Alpha 2,2019-10-15,0.5962588843196084,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1092720/header.jpg?t=1726669662,27,Single-player,"Adventure,Indie,Strategy","Horror,Survival Horror,Stealth,Investigation,Sandbox,First-Person,3D,Survival,Funny,Psychological Horror,Puzzle,Surreal,Action,Cartoony,Colorful,Thriller,Mystery,Psychedelic,Comedy,Psychological",6.56,https://store.steampowered.com/app/1092720/,0.0,0.94426998498863,surreal psychedelic funny puzzle survivalhorror adventure colorful cartoon psychological survival psychologicalhorror action indie sandbox 3d thriller stealth horror mystery singleplayer firstperson investigation comedy strategy
Robo Maestro,2023-01-20,0.4892366412165478,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1808490/header.jpg?t=1688028668,0,"Single-player,Includes level editor",Indie,"Music,Procedural Generation,Relaxing,Indie,Audio Production,Casual,Artificial Intelligence,Music-Based Procedural Generation,Simulation,Software,Automation,Building,Moddable,Experimental,Instrumental Music,Rhythm,Utilities,Sandbox,Atmospheric,Robots",3.29,https://store.steampowered.com/app/1808490/,0.0,0.9442364010333671,casual artificialintelligence instrumentalmusic musicbasedproceduralgeneration relaxing building simulation utilities includesleveleditor proceduralgeneration indie music sandbox rhythm audioproduction moddable singleplayer automation atmospheric software experimental robots
Hidden Lands - Spot the differences,2021-01-28,0.5557766305439302,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1378060/header.jpg?t=1620411474,0,"Single-player,Steam Achievements","Casual,Free To Play,Indie","Casual,Exploration,Hidden Object,3D,Colorful,Free to Play,Minimalist,Nature,Indie,Singleplayer,Post-apocalyptic,Procedural Generation,Tutorial",5.27,https://store.steampowered.com/app/1378060/,0.0,0.9440631242861972,casual singleplayer nature indie minimalist proceduralgeneration colorful tutorial 3d freetoplay postapocalyptic hiddenobject exploration
